angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.66,,"[211, 31, 208, 268]",,0.0,,0.01,,0.03,,0.19,,0.09,,0.01,
0.51,,"[215, 34, 208, 262]",,0.0,,0.01,,0.03,,0.34,,0.1,,0.0,
0.72,,"[205, 33, 217, 267]",,0.0,,0.01,,0.03,,0.14,,0.09,,0.01,
0.72,,"[205, 33, 217, 267]",,0.0,,0.01,,0.03,,0.14,,0.09,,0.0,
0.65,,"[209, 32, 214, 269]",,0.0,,0.02,,0.03,,0.19,,0.11,,0.01,
0.69,,"[206, 30, 218, 275]",,0.0,,0.02,,0.03,,0.14,,0.12,,0.01,
0.59,,"[208, 30, 216, 274]",,0.0,,0.02,,0.03,,0.21,,0.13,,0.01,
0.54,,"[210, 30, 214, 272]",,0.0,,0.02,,0.04,,0.3,,0.11,,0.0,
0.65,,"[210, 28, 216, 272]",,0.0,,0.02,,0.02,,0.21,,0.1,,0.0,
0.67,,"[208, 26, 219, 276]",,0.0,,0.02,,0.02,,0.22,,0.08,,0.0,
0.84,,"[207, 33, 217, 269]",,0.0,,0.01,,0.01,,0.09,,0.05,,0.0,
0.69,,"[206, 30, 219, 271]",,0.0,,0.01,,0.01,,0.21,,0.08,,0.0,
0.71,,"[207, 31, 218, 270]",,0.0,,0.01,,0.01,,0.18,,0.09,,0.0,
0.65,,"[203, 30, 222, 276]",,0.0,,0.01,,0.02,,0.21,,0.11,,0.0,
0.64,,"[203, 32, 220, 274]",,0.0,,0.01,,0.02,,0.22,,0.1,,0.0,
0.59,,"[204, 33, 220, 274]",,0.0,,0.01,,0.02,,0.26,,0.11,,0.0,
0.53,,"[201, 34, 220, 272]",,0.0,,0.01,,0.05,,0.3,,0.1,,0.0,
0.52,,"[201, 33, 221, 272]",,0.0,,0.02,,0.02,,0.28,,0.16,,0.0,
0.54,,"[202, 32, 225, 279]",,0.0,,0.01,,0.03,,0.27,,0.15,,0.0,
